city,prop_desc,prop_size(lower),prop_price
basingstoke,"For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","1,452 ",200000
basingstoke,"C6 Radcliffe Row, Abbotswood Common Road, Romsey, SO51 7HX","1,081 ",255000
basingstoke,"Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",552," 7,292 "
basingstoke,"Flats 1-3 3 Gaters Mill House, Mansbridge Road, Southampton, SO18 3HW","1,960 ",365000
basingstoke,"2 Park Court Premier Way, Abbey Park, Romsey, SO51 9DH","1,894 ",850000
basingstoke,"Hi-Tech Unit with Laboratories & Warehouse, Hilldale Farm, Titchfield Lane, Fareham, PO17 5NZ","17,220 ",2460000
basingstoke,"Freehold Office Development For Sale, The Watermill, Halfway Bridge, Petworth, GU28 9BP","7,252 ",1250000
basingstoke,"223 London Road , Waterlooville, PO8 8DA","1,967 ",550000
basingstoke,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY","4,632 ",435000
basingstoke,"Unit 15J Wintersells Industrial Estate, Wintersells Road, Byfleet, KT14 7LF","1,497 ",190000
basingstoke,"1 Manor Farm Road, Southampton, SO18 1NN","2,067 ",250000
basingstoke,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","4,900 ",1100000
basingstoke,"Towergate House, Wintersells Road, Byfleet, KT14 7LF",915," 4,900 "
basingstoke,"Retail & Office Investment/Development Potential, 129 -133 High Street, Slough, SL1 1DH","3,318 ",1250000
basingstoke,"Retail Premises with Offices Above, 202- 204 High Street, Cranleigh, GU6 8RL","1,400 ",495000
basingstoke,"Unit 1, Slough Business Centre, Bristol Way, Stoke Gardens, Slough, SL1 3TD","3,784 ",640000
basingstoke,"51-53 Church Street, Staines, TW18 4EN","1,012 ",625000
basingstoke,"Commercial / Residential Development, 182 -184 Bitterne Road West, Southampton, SO18 1BE","1,810 ",175000
basingstoke,"Sycamore House, 38-40 High Street, Cranleigh, GU6 8AT","6,032 ",1250000
basingstoke,"Retail Investment, Dobbe House, Ewhurst Road, Cranleigh, GU6 7AA","1,080 ",400000
basingstoke,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",988," 5,335 "
basingstoke,"Office Building, May Suit Other Uses, WG House , 2 Cressex Road, High Wycombe, HP12 4TY","3,502 ",900000
basingstoke,"Unit 2 Muira Industrial Estate, William Street, Northam, Southampton, SO14 5QH","5,098 ",475000
basingstoke,"10-12 High Street, Weybridge, KT13 8AB","1,615 ",750000
basingstoke,"Burch House Lincolns Inn Office Village, Lincoln R, High Wycombe, HP12 3RE","1,874 ",450000
basingstoke,"Offices Suitable For Alternative Uses, 4 Newmans Row, Lincolns Inn Office Village, Lincoln Road, High Wycombe, HP12 3RE","2,034 ",457500
basingstoke,"Industrial / Warehouse and Offices, Unit B/C Cetec House, Lincoln Road, Cressex Business Park, High Wycombe, HP12 1RG","3,320 ",1850000
basingstoke,"Unit 11, Chancerygate Business Centre, St. Mary’s Road, SL3 7FL","5,872 ",975000
basingstoke,"48 Shirley High Street, Southampton, SO15 3NF","1,368 ",265000
basingstoke,"42 Botley Road, Fareham, SO31 1DX","5,051 ",625000
basingstoke,"Offices with Car Parking, Sovereign House, 37 Middle Road, Park Gate, Southampton, SO31 7GH","2,309 ",550000
basingstoke,"120 St Mary Street, Southampton, SO14 1PG","2,928 ",365000
basingstoke,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",786," 1,370 "
basingstoke,"Unit 2, Polygon Business Centre, Blackthorne Road, SL3 0QT","2,849 ",780000
basingstoke,"Retail Premises With Flat Above, West End Street, High Wycombe, HP11 2JG","1,592 ",450000
basingstoke,"Industrial Investment with Office, Unit 4 City Commerce Centre, Marsh Lane, Southampton, SO14 3EW","2,040 ",210000
basingstoke,"A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","1,964 ",1500000
basingstoke,"Office Building With Development Opportunity , 25 High Street, High Wycombe, HP11 2AG","2,637 ",595000
basingstoke,"Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","1,237 ",295000
basingstoke,"15-18 Canute Road, Southampton, SO14 3FJ","1,350 ",250000
basingstoke,"Retail Investment For Sale, 145 & 145B West Street, Fareham, PO16 0DZ","2,279 ",260000
basingstoke,"Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","1,988 ",595000
basingstoke,"Town Centre Office Building , 9 Buckingham Place, Bellfield Road, High Wycombe, HP13 5HW","2,770 ",695000
basingstoke,"1 Church Road, Southampton, SO31 6LW","1,258 ",180000
basingstoke,"Cottage & Beauty Premises, Wexham Street, Stoke Poges, SL3 6NT","1,130 ",675000
basingstoke,"94 Ock Street, Abingdon, OX14 5DH","1,514 ",275000
basingstoke,"98 Ock Street, Abingdon, OX14 5DH","1,012 ",200000
basingstoke,"14 Fitzherbert Spur, Portsmouth, PO6 1TT","13,772 ",1240000
basingstoke,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX","2,015 ",395000
basingstoke,"Office Building In Courtyard Setting, Unit 11 Manor Courtyard, Hughenden Avenue, High Wycombe, HP13 5RE","1,065 ",295000
basingstoke,"144 Commercial Road, Totton, Southampton, SO40 3AA","12,716 ",1000000
cardiff,"75 Cowbridge Road East, Cardiff, CF11 9AF","1,935 ",350000
cardiff,"For Sale - Student Development Opportunity in Card, The Courtyard, Letty Street, Cardiff, CF24 4EL","4,014 ",600000
cardiff,"Units A & B, Sloper Road, Cardiff, CF11 8AB","20,611 ",2250000
cardiff,"For Sale - 114 Whitchurch Road, Cardiff, 114 WHITCHURCH ROAD, Cardiff, CF14 3LY","1,594 ",325000
cardiff,"Unit 1 Seawall Road, Cardiff, CF24 5TH","2,828 ",150000
cardiff,"Unit 17, Waterside Business Park, Cardiff, CF3 2ET","2,780 ",275000
cardiff,"Former NatWest Available For Sale in sought after , 21 High Street, Llandaff, CF5 2YG","2,223 ",350000
cardiff,"Former NatWest For Sale Located Whitchurch, 6 Park Road, Cardiff, CF14 7XD","2,045 ",300000
cardiff,"Unit 8 Oaktree Court, Cardiff Gate Business Park, Cardiff, CF23 8RS","3,689 ",485000
cardiff,"For Sale - 4 Westgate, Cowbridge, 4 Westgate, Cowbridge, CF71 7RA","1,906 ",250000
cardiff,"141 Milton Road, Weston-super-Mare, BS22 8AA","7,395 ",1010000
cardiff,"Arnolds Way, Yatton, BS49 4AR","2,496 ",450000
cardiff,"Cambria House, Unit 2, Merthyr Tydfil Industrial Park, Merthyr Tydfil, CF48 4XA","15,649 ",675000
cardiff,"For Sale - Development Opportunity with Planning C, Church Street, Highbridge, TA9 3AE","3,451 ",180000
cardiff,"Unit 5, Heads of the Valley Industrial Estate, Rhymney, Tredegar, NP22 5RL","28,307 ",1150000
cardiff,"For Sale - Unit 2, Tafarnabach Ind Est, Tredegar, Tredegar, NP22 3AA","105,185 ",650000
cardiff,"Substantial manufacturing unit available on freeho, Unit 3, Tafarnaubach Industrial Estate, Tredegar, NP22 3AA","103,454 ",2500000
cardiff,"Cutter Court, Macrae Road Eden Office Park, Bristol, BS20 0EB","1,775 ",250000
cardiff,"New Office Building With Good Parking, Cutter Court, Macrae Road , Eden Office Park, Ham Green, Bristol, BS20 0EB","1,775 ",250000
cardiff,"Land at Bryn Serth, Ebbw Vale, NP23 6PL","4,207,892 ",1500000
cardiff,"Former NatWest For Sale located in Chepstow, 1 Beaufort Square, Chepstow, NP16 5ZT","3,041 ",180000
cardiff,"New Build Commercial Units, Dean Street, Bristol, BS2 8SF","1,733 ",400000
cardiff,"43 Bed Student Accommodation Investment Opportunit, Berkeley House, Pritchard Street, Bristol, BS2 8FJ",1," 10,944 "
cardiff,"Brooks Dye Works, Sevier Street, St Werburgh, Bristol, BS2 9QS","1,367 ",800000
cardiff,"56 Staple Hill Road, Bristol, BS16 5BS","3,000 ",260000
cardiff,"UNDER OFFER - For Sale - Retail Property in Hanham, 125a High Street, Bristol, BS15 3QY","2,420 ",300000
