,city,prop_type,prop_size,prop_desc,prop_price
11106,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11107,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11108,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11109,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11110,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11111,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11112,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11113,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11114,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11115,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11116,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11117,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11118,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11119,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11120,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11121,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11122,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11123,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11124,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11125,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11126,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11127,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11128,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11129,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11130,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11131,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11132,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11133,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11134,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11135,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11136,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11137,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11138,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11139,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11140,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11141,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11142,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11143,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11144,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11145,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11146,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11147,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11148,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11149,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11150,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11151,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11152,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11153,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11154,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11155,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11156,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11157,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11158,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11159,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11160,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11161,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11162,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11163,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11164,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11165,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11166,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11167,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11168,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11169,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11170,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11171,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11172,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11173,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11174,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11175,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11176,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11177,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11178,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11179,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11180,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11181,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11182,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11183,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11184,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11185,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11186,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11187,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11188,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11189,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11190,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11191,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11192,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11193,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11194,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11195,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11196,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11197,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11198,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11199,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11200,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11201,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11202,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11203,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11204,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11205,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11206,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11207,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11208,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11209,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11210,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11211,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11212,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11213,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11214,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11215,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11216,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11217,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11218,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11219,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11220,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11221,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11222,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11223,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11224,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11225,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11226,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11227,reading,4,"552 to 7,292 Sq Ft","Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",
11228,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11229,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11230,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11231,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11232,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11233,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11234,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11235,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11236,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11237,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11238,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11239,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11240,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11241,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11242,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11243,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11244,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11245,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11246,reading,4,"552 to 7,292 Sq Ft","Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",
11247,reading,4,"1,524 Sq Ft","45/45A High Street (Restaurant), Eton, Windsor, SL4 6BL",
11248,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11249,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11250,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11251,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11252,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11253,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11254,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11255,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11256,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11257,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11258,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11259,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11260,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11261,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11262,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11263,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11264,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11265,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11266,reading,4,"552 to 7,292 Sq Ft","Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",
11267,reading,4,"1,524 Sq Ft","45/45A High Street (Restaurant), Eton, Windsor, SL4 6BL",
11268,reading,4,"4,090 Sq Ft","Commercial Premises With A1, A3 or D2 Use, Windsor Road, Slough, SL1 2EE",
11269,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11270,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11271,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11272,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11273,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11274,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11275,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11276,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11277,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11278,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11279,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11280,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11281,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11282,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11283,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11284,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11285,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11286,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11287,reading,4,"552 to 7,292 Sq Ft","Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",
11288,reading,4,"1,524 Sq Ft","45/45A High Street (Restaurant), Eton, Windsor, SL4 6BL",
11289,reading,4,"4,090 Sq Ft","Commercial Premises With A1, A3 or D2 Use, Windsor Road, Slough, SL1 2EE",
11290,reading,4,484 Sq Ft,"2 & 2A St Lukes Road, Windsor, SL4 2QQ",
11291,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11292,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11293,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11294,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11295,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11296,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11297,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11298,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11299,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11300,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11301,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11302,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11303,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11304,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11305,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11306,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11307,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11308,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11309,reading,4,"552 to 7,292 Sq Ft","Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",
11310,reading,4,"1,524 Sq Ft","45/45A High Street (Restaurant), Eton, Windsor, SL4 6BL",
11311,reading,4,"4,090 Sq Ft","Commercial Premises With A1, A3 or D2 Use, Windsor Road, Slough, SL1 2EE",
11312,reading,4,484 Sq Ft,"2 & 2A St Lukes Road, Windsor, SL4 2QQ",
11313,reading,4,"3,318 Sq Ft","Retail & Office Investment/Development Potential, 129 -133 High Street, Slough, SL1 1DH","- £1,250,000.00"
11314,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11315,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11316,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11317,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
11318,reading,4,582 Sq Ft,"High Street Shop With Offices Above If Required, 94 High Street, Crowthorne, RG45 7AT",
11319,reading,4,"2,353 Sq Ft","1a Cordwallis Road, Maidenhead, SL6 7DQ",
11320,reading,4,"1,448 Sq Ft","Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","- £350,000.00"
11321,reading,4,"2,260 Sq Ft","106-108 Fleet Road, Fleet, GU51 4PA",
11322,reading,4,500 Sq Ft,"Retail & Residential Investment, Clieve Cottage, High Street, Maidenhead, SL6 9SJ","- £450,000.00"
11323,reading,4,"2,552 Sq Ft","61 High Street, Odiham, RG29 1LF","- £560,000.00"
11324,reading,4,453 Sq Ft,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",
11325,reading,4,"1,964 Sq Ft","A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","- £1,500,000.00"
11326,reading,4,"1,237 Sq Ft","Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","- £295,000.00"
11327,reading,4,752 Sq Ft,"21 Queens Square, High Wycombe, HP11 2DF","- £295,000.00"
11328,reading,4,"5,743 Sq Ft","7 High Street, High Wycombe, HP11 2AZ",
11329,reading,4,"1,988 Sq Ft","Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","- £595,000.00"
11330,reading,4,"2,551 Sq Ft","38-42, Frogmoor, High Wycombe, HP13 5DG",
11331,reading,4,"1,452 Sq Ft","For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","- £370,000.00"
11332,reading,4,"552 to 7,292 Sq Ft","Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",
11333,reading,4,"1,524 Sq Ft","45/45A High Street (Restaurant), Eton, Windsor, SL4 6BL",
11334,reading,4,"4,090 Sq Ft","Commercial Premises With A1, A3 or D2 Use, Windsor Road, Slough, SL1 2EE",
11335,reading,4,484 Sq Ft,"2 & 2A St Lukes Road, Windsor, SL4 2QQ",
11336,reading,4,"3,318 Sq Ft","Retail & Office Investment/Development Potential, 129 -133 High Street, Slough, SL1 1DH","- £1,250,000.00"
11337,reading,4,"2,849 Sq Ft","Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW","- £425,000.00"
11338,reading,4,"1,721 Sq Ft","Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","- £500,000.00"
11339,reading,4,"4,188 Sq Ft","Bracknell Branch, 37-41 Denmark Street, Wokingham, RG40 2AY",
11340,reading,4,"2,500 Sq Ft","Outstanding Property Suitable For Mixed Use, Wingmore Lodge, 2 Rose Street, Wokingham, RG40 1XU",
11341,reading,4,"1,614 Sq Ft","Bracknell Branch, 182-184 Dukes Ride, Crowthorne, RG45 6DS",
