city,prop_type,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
maidenhead,Retail,"61 High Street, Odiham, RG29 1LF",560000.00,2552 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
maidenhead,Retail,"61 High Street, Odiham, RG29 1LF",560000.00,2552 ,13543.0
maidenhead,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.00,515 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
maidenhead,Retail,"61 High Street, Odiham, RG29 1LF",560000.00,2552 ,13543.0
maidenhead,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.00,515 ,13543.0
maidenhead,Retail,"6 Borelli Yard, Farnham, GU9 7NU",325000.00,450 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
maidenhead,Retail,"61 High Street, Odiham, RG29 1LF",560000.00,2552 ,13543.0
maidenhead,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.00,515 ,13543.0
maidenhead,Retail,"6 Borelli Yard, Farnham, GU9 7NU",325000.00,450 ,13543.0
maidenhead,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.00,1993 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
maidenhead,Retail,"61 High Street, Odiham, RG29 1LF",560000.00,2552 ,13543.0
maidenhead,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.00,515 ,13543.0
maidenhead,Retail,"6 Borelli Yard, Farnham, GU9 7NU",325000.00,450 ,13543.0
maidenhead,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.00,1993 ,13543.0
maidenhead,Retail,"255 Guildford Road, Effingham, KT245NP",640000.0,5229 ,13543.0
maidenhead,Retail,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.00,2475 ,13543.0
maidenhead,Retail,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.00,1448 ,13543.0
maidenhead,Retail,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.00,800 ,13543.0
maidenhead,Retail,"78 High Street , Horsell, Woking, GU21 4SZ",640000.0,734 ,13543.0
maidenhead,Retail,"10-12 High Street, Weybridge, KT13 8AB",750000.00,1615 ,13543.0
maidenhead,Retail,"Retail Unit 2, Pioneer House, 9 Church Street, Walton on Thames, KT12 2QP",640000.0,546 ,13543.0
maidenhead,Retail,"95 Greenford Avenue, Hanwell, W7 1HA",220000.00,545 ,13543.0
maidenhead,Retail,"Springfield Road, Harrow, Middlesex, HA1 1QF, Harrow, HA1 1QF",800000.00,3320.0,13543.0
maidenhead,Retail,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW",1400000.00,2160 ,13543.0
maidenhead,Retail,"106-108 Fleet Road, Fleet, GU51 4PA",640000.0,2260 ,13543.0
maidenhead,Retail,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY",300000.00,1813 ,13543.0
maidenhead,Retail,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW",425000.00,2849 ,13543.0
maidenhead,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",950000.00,1350 , 4668 
maidenhead,Retail,"23-25 Woodbridge Hill, Guildford, GU2 9AA",700000.00,1661 ,13543.0
maidenhead,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",595000.00,710 , 2034 
maidenhead,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.00,1133 ,13543.0
maidenhead,Retail,"379 Upper Richmond Road, London, SW15 5QJ",850000.00,2352 ,13543.0
