city,prop_type,prop_desc,prop_size(lower) SQ Ft,prop_size(upper) SQ Ft,prop_price(£)
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",16548,13543,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",16548,13543,640000
maidenhead,Industrial,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",12805,13543,1000000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",16548,13543,640000
maidenhead,Industrial,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",12805,13543,1000000
maidenhead,Industrial,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",9272,13543,640000
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",16548,13543,640000
maidenhead,Industrial,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",12805,13543,1000000
maidenhead,Industrial,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",9272,13543,640000
maidenhead,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",23172,13543,6372300
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",16548,13543,640000
maidenhead,Industrial,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",12805,13543,1000000
maidenhead,Industrial,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",9272,13543,640000
maidenhead,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",23172,13543,6372300
maidenhead,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",16618,13543,4569950
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",23294,13543,640000
maidenhead,Industrial,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",10596,13543,625000
maidenhead,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",24555,97600,640000
maidenhead,Industrial,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",7715,13543,640000
maidenhead,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",10600,13543,640000
maidenhead,Industrial,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",16548,13543,640000
maidenhead,Industrial,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",12805,13543,1000000
maidenhead,Industrial,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",9272,13543,640000
maidenhead,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",23172,13543,6372300
maidenhead,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",16618,13543,4569950
maidenhead,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",6553,13543,1965900
maidenhead,Industrial,"New Warehouse / Industrial / Trade Counter Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Development of Warehouse/Industrial/Trade Units, 40:40 Link, Mill End Road/Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"40:40 Link, Mill End Road, Chapel Lane, High Wycombe, HP12 4BG",4112,30193,640000
maidenhead,Industrial,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY",4632,13543,435000
maidenhead,Industrial,"Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY",2785,5303,495000
maidenhead,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1796,13543,450000
maidenhead,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1740,13543,420000
maidenhead,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3332,13543,650000
maidenhead,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",3565,13543,860000
maidenhead,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",1825,13543,440000
maidenhead,Industrial,"Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",1598,4342,640000
maidenhead,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",23294,13543,640000
